country,year,quarter,account,cost_of_goods_usd,price_usd,sales_usd,quantity,avg_price_per_item,markup_ratio
China,2022,1,Cronin-Crist,12061.1892,110.5425,31909.85,707.42,45.1074,0.0092
China,2022,1,D'Amore-Wisoky,7095.2067,13.0301,12108.67,1862.36,6.5018,0.0018
China,2022,1,Doyle-Gibson,10268.22,245.2653,12108.75,49.37,245.2653,0.0239
China,2022,1,Fay Inc,20009.3408,82.798,25546.22,615.07,41.5338,0.0041
China,2022,1,Ferry-Oberbrunner,11689.275,21.2665,18702.84,879.45,21.2665,0.0018
China,2022,1,"Glover, Zemlak and Mertz",4738.2333,15.1878,13125.3,864.2,15.1878,0.0032
China,2022,1,"Gutmann, Barrows and Watsica",9325.4834,34.0522,19468.65,571.73,34.0522,0.0037
China,2022,1,"Hagenes, Legros and Buckridge",7591.9209,134.3399,16979.53,933.45,18.1901,0.0177
China,2022,1,Heller and Sons,6097.4658,46.1397,17175.96,372.26,46.1397,0.0076
China,2022,1,Herzog and Sons,6600.5595,259.7979,11399.93,43.88,259.7979,0.0394
China,2022,1,Hickle Group,6629.012,15.6734,12748.1,813.36,15.6734,0.0024
China,2022,1,"Hilll, Bauch and Hamill",9887.2884,19.5868,19386.84,989.79,19.5868,0.002
China,2022,1,"Jaskolski, Rodriguez and Kilback",15395.1632,56.7481,18133.29,319.54,56.7481,0.0037
China,2022,1,Jast-Leannon,7049.9036,32.4322,9901.55,305.3,32.4322,0.0046
China,2022,1,"Jenkins, McCullough and Kozey",3750.1985,13.4144,9665.46,720.53,13.4144,0.0036
China,2022,1,Jenkins-Doyle,9472.9817,60.9702,13545.68,468.34,28.9227,0.0064
China,2022,1,Jerde and Sons,12426.0919,59.5269,15689.51,263.57,59.5269,0.0048
China,2022,1,Jerde-Huel,5122.1274,10.0868,9017.83,894.02,10.0868,0.002
China,2022,1,"Kautzer, Cronin and Lind",7583.0746,71.6555,18098.03,252.57,71.6555,0.0094
China,2022,1,Klein-Mosciski,4413.7216,22.1706,10076.99,454.52,22.1706,0.005
China,2022,1,"Kohler, Cummerata and Schultz",16945.2721,58.3096,28949.24,1078.65,26.8384,0.0034
China,2022,1,Kozey-Durgan,8386.6378,42.76,17582.05,411.18,42.76,0.0051
China,2022,1,Kozey-Roberts,3011.9207,126.4058,5526.46,43.72,126.4058,0.042
China,2022,1,Krajcik-Rogahn,3405.9584,15.2057,5038.4,331.35,15.2057,0.0045
China,2022,1,"Kris, Rath and Sipes",10361.0333,38.0409,18568.16,488.11,38.0409,0.0037
China,2022,1,Kuhic LLC,5501.4841,68.6803,7404.42,107.81,68.6803,0.0125
China,2022,1,Labadie Group,21102.9047,126.8268,29116.47,608.32,47.8637,0.006
China,2022,1,"Lehner, Feest and Prohaska",7353.4256,20.8576,12678.32,607.85,20.8576,0.0028
China,2022,1,Lynch-Daugherty,8350.2805,41.037,14937.89,364.01,41.037,0.0049
China,2022,1,Macejkovic LLC,9616.4966,11.6112,11015.46,948.69,11.6112,0.0012
China,2022,1,"Macejkovic, Spinka and Dooley",11749.4817,56.6989,20788.54,848.57,24.4983,0.0048
China,2022,1,Mante-Thiel,10040.9664,15.5372,12791.04,823.25,15.5372,0.0015
China,2022,1,"Mayert, Feil and Prosacco",14018.4505,23.5918,15733.39,666.9,23.5918,0.0017
China,2022,1,McDermott-Turcotte,12309.7501,36.4547,23528.49,1441.89,16.3178,0.003
China,2022,1,"McLaughlin, Streich and Fahey",15752.7184,39.2602,24488.31,1162.58,21.0638,0.0025
China,2022,1,Medhurst-Lockman,11796.0084,15.3089,14093.2,920.59,15.3089,0.0013
China,2022,1,Monahan and Sons,3346.7665,10.4138,10234.76,982.81,10.4138,0.0031
China,2022,1,Murazik LLC,10498.3341,48.6257,15530.08,319.38,48.6257,0.0046
China,2022,1,Nienow Inc,7899.425,14.2294,11157.38,784.11,14.2294,0.0018
China,2022,1,O'Hara-Nicolas,7301.5696,15.6939,13653.51,1712.45,7.9731,0.0021
China,2022,1,"O'Keefe, Mertz and Donnelly",3200.9885,11.4612,8445.88,736.91,11.4612,0.0036
China,2022,1,O'Kon-Prosacco,14201.712,50.9571,30446.16,1363.12,22.3356,0.0036
China,2022,1,"Ortiz, Johnson and Paucek",7182.7131,8.7971,8391.02,953.84,8.7971,0.0012
China,2022,1,"Pfeffer, Lang and Ullrich",10225.4477,30.5705,18570.95,1339.54,13.8637,0.003
China,2022,1,Pollich-Lehner,11973.7268,39.9104,21669.43,1254.27,17.2765,0.0033
China,2022,1,Raynor LLC,9349.4545,27.3439,18368.28,671.75,27.3439,0.0029
China,2022,1,Roberts Inc,7208.044,105.038,17280.05,857.92,20.1418,0.0146
China,2022,1,"Rohan, Bartoletti and Moen",9672.5048,29.3663,14545.12,495.3,29.3663,0.003
China,2022,1,Rolfson LLC,5177.6324,22.973,16702.04,727.03,22.973,0.0044
China,2022,1,Romaguera and Sons,7085.1004,61.422,8060.41,131.23,61.422,0.0087
China,2022,1,"Runolfsdottir, Bosco and Swaniawski",8729.9586,35.326,10594.61,299.91,35.326,0.004
China,2022,1,Runte LLC,9345.7487,577.3393,11997.11,20.78,577.3393,0.0618
China,2022,1,Runte and Sons,16284.1406,64.4535,21519.79,648.42,33.188,0.004
China,2022,1,Schneider Inc,3818.0046,12.4262,7217.4,580.82,12.4262,0.0033
China,2022,1,Schneider and Sons,17077.1038,112.3349,33581.54,599.43,56.0225,0.0066
China,2022,1,"Schulist, Okuneva and Daniel",13050.5034,24.7827,17975.9,725.34,24.7827,0.0019
China,2022,1,"Senger, McClure and Cormier",7220.7146,17.0524,13057.35,765.72,17.0524,0.0024
China,2022,1,Stokes LLC,3501.843,14.3539,8031.75,559.55,14.3539,0.0041
China,2022,1,Tillman LLC,10713.361,29.9645,15392.76,513.7,29.9645,0.0028
China,2022,1,"Tillman, Stokes and Beier",13887.3369,19.3859,17123.72,883.31,19.3859,0.0014
China,2022,1,"Trantow, Kuhn and Donnelly",9905.4337,24.1647,11411.79,472.25,24.1647,0.0024
China,2022,1,Von-Klein,13500.1717,60.8541,28948.16,927.27,31.2187,0.0045
China,2022,1,Walsh-Lubowitz,10841.1245,21.2751,16253.56,763.97,21.2751,0.002
China,2022,1,"Ward, Medhurst and Kuphal",4764.6644,21.8673,9586.85,438.41,21.8673,0.0046
China,2022,1,Watsica LLC,3501.8002,87.7161,7434.82,84.76,87.7161,0.025
China,2022,1,Welch and Sons,15363.325,68.1951,19900.68,291.82,68.1951,0.0044
China,2022,1,Wiza-Thiel,3047.638,19.6465,7291.0,371.11,19.6465,0.0064
China,2022,1,"Wolff, Barton and Lynch",13857.914,242.6403,19797.02,81.59,242.6403,0.0175
China,2022,1,Yundt-Hilll,7605.5595,17.6347,11022.55,625.05,17.6347,0.0023
China,2022,1,Zemlak Group,9705.5482,99.5688,13786.29,138.46,99.5688,0.0103
China,2022,1,"Ziemann, Nicolas and Turcotte",2684.3901,5.3659,5263.51,980.91,5.3659,0.002
China,2022,2,"Altenwerth, Langosh and Krajcik",10469.4838,27.2348,18082.01,663.93,27.2348,0.0026
China,2022,2,Blanda-Marvin,5428.0566,331.5508,9727.7,29.34,331.5508,0.0611
China,2022,2,Brekke Group,4273.2249,51.3386,12174.43,237.14,51.3386,0.012
China,2022,2,Buckridge Inc,7293.7382,161.0287,18465.16,114.67,161.0287,0.0221
China,2022,2,Conn LLC,3320.3145,15.7004,5774.46,367.79,15.7004,0.0047
China,2022,2,Connelly LLC,4759.9795,12.8592,10740.39,1706.08,6.2954,0.0027
China,2022,2,Cremin-Borer,22197.0231,185.7283,32989.2,872.33,37.8173,0.0084
China,2022,2,Cremin-Welch,17740.7806,61.6193,26736.05,1214.81,22.0084,0.0035
China,2022,2,Cronin-Crist,5546.5549,19.6888,7536.08,382.76,19.6888,0.0035
China,2022,2,D'Amore-Wisoky,13801.3851,37.3312,17626.29,472.16,37.3312,0.0027
China,2022,2,Denesik Group,11787.6634,58.8798,16720.09,283.97,58.8798,0.005
China,2022,2,Ernser-Beahan,9549.0083,17.258,15862.14,919.12,17.258,0.0018
China,2022,2,Fay Inc,6556.1779,20.3394,7424.89,365.05,20.3394,0.0031
China,2022,2,Green and Sons,6491.3358,12.126,10095.39,832.54,12.126,0.0019
China,2022,2,Harber Group,16469.6059,32.9286,18800.92,570.96,32.9286,0.002
China,2022,2,"Hartmann, Witting and Emmerich",9771.6831,40.7611,11815.82,289.88,40.7611,0.0042
China,2022,2,Huels Inc,3942.5204,6.1729,6093.54,987.14,6.1729,0.0016
China,2022,2,"Hyatt, O'Keefe and Monahan",7883.173,17.7766,10638.56,598.46,17.7766,0.0023
China,2022,2,Jast-Leannon,4622.6955,40.3512,13636.27,337.94,40.3512,0.0087
China,2022,2,Jerde and Sons,1818.8496,58.1623,5123.52,88.09,58.1623,0.032
China,2022,2,Jerde-Huel,7026.6835,159.0276,16850.56,105.96,159.0276,0.0226
China,2022,2,Kerluke-Medhurst,5330.8661,46.4807,11175.82,240.44,46.4807,0.0087
China,2022,2,"King, Cartwright and Mertz",2368.7796,18.6071,5383.59,289.33,18.6071,0.0079
China,2022,2,Kozey-Roberts,2437.5545,7.0451,5831.47,827.74,7.0451,0.0029
China,2022,2,Kris-Reinger,7252.751,14.1018,11297.12,801.11,14.1018,0.0019
China,2022,2,Kuvalis Inc,12265.5277,31.2186,21562.26,1565.88,13.7701,0.0025
China,2022,2,Labadie Group,4501.5449,31.8774,7515.1,235.75,31.8774,0.0071
China,2022,2,"Lehner, Feest and Prohaska",2260.5428,6.2649,5196.65,829.49,6.2649,0.0028
China,2022,2,Lowe-Tillman,9273.6282,26.3873,17405.91,1424.46,12.2193,0.0028
China,2022,2,Lueilwitz-Wilkinson,8820.5836,21.6794,13847.07,638.72,21.6794,0.0025
China,2022,2,Mayert Inc,13179.3539,88.3849,18153.38,205.39,88.3849,0.0067
China,2022,2,"McLaughlin, Streich and Fahey",5201.3654,17.7835,10904.33,613.17,17.7835,0.0034
China,2022,2,Medhurst LLC,5390.3201,8.958,8909.62,994.6,8.958,0.0017
China,2022,2,Monahan and Sons,12097.1207,44.7067,25016.97,1208.03,20.7089,0.0037
China,2022,2,"Monahan, Weimann and Morissette",3546.3058,15.3789,9533.08,619.88,15.3789,0.0043
China,2022,2,Mosciski Group,2743.4256,35.9604,8263.33,229.79,35.9604,0.0131
China,2022,2,"Muller, Jacobi and Goodwin",16266.3197,170.756,26759.94,1002.29,26.6988,0.0105
China,2022,2,Murazik LLC,20790.418,100.2767,39286.21,1577.96,24.8968,0.0048
China,2022,2,O'Connell Group,4668.9943,43.1617,13652.03,316.3,43.1617,0.0092
China,2022,2,O'Kon-Prosacco,4447.908,23.4716,6018.82,256.43,23.4716,0.0053
China,2022,2,"O'Reilly, Thiel and Parisian",2672.4775,56.0967,7768.83,138.49,56.0967,0.021
China,2022,2,"Powlowski, Padberg and Mills",22585.831,211.5373,36065.46,459.61,78.4697,0.0094
China,2022,2,"Quigley, Beatty and Runolfsdottir",13394.499,240.7932,20099.44,435.12,46.1929,0.018
China,2022,2,"Rempel, Huels and Stracke",13004.5944,34.2144,15481.66,452.49,34.2144,0.0026
China,2022,2,Roberts Inc,10843.9151,23.4867,15848.49,1346.16,11.7731,0.0022
China,2022,2,Rodriguez-Volkman,2073.315,9.0587,5157.5,569.34,9.0587,0.0044
China,2022,2,Rolfson LLC,7726.8106,22.708,12856.59,566.17,22.708,0.0029
China,2022,2,Runte LLC,16423.3424,238.1044,18288.8,76.81,238.1044,0.0145
China,2022,2,Runte and Sons,7941.3279,11.729,10233.67,872.51,11.729,0.0015
China,2022,2,"Rutherford, Ebert and Treutel",10422.6975,173.1342,20572.36,433.12,47.4981,0.0166
China,2022,2,"Schiller, Cummerata and Mayert",10521.6577,20.2567,15160.89,748.44,20.2567,0.0019
China,2022,2,"Schiller, Franecki and Feest",9892.0788,17.5868,12137.52,690.15,17.5868,0.0018
China,2022,2,"Schiller, Heathcote and Hodkiewicz",6642.4072,589.1777,18400.02,31.23,589.1777,0.0887
China,2022,2,Schoen and Sons,3107.7998,35.7308,6612.34,185.06,35.7308,0.0115
China,2022,2,"Schultz, Gutmann and Feest",4687.6493,10.7812,8138.28,754.86,10.7812,0.0023
China,2022,2,"Schumm, Rosenbaum and McGlynn",4723.0834,95.8397,10832.76,113.03,95.8397,0.0203
China,2022,2,Schuppe-Bernhard,12077.23,65.8213,27619.03,863.11,31.9994,0.0055
China,2022,2,"Stark, Erdman and Pfannerstill",10823.0227,25.3507,18789.97,741.2,25.3507,0.0023
China,2022,2,Stokes LLC,8141.1266,16.6657,10384.09,623.08,16.6657,0.002
China,2022,2,Tillman LLC,11452.2155,79.0132,15229.01,192.74,79.0132,0.0069
China,2022,2,Tillman-Stehr,10275.4365,94.871,15382.39,162.14,94.871,0.0092
China,2022,2,"Trantow, Kuhn and Donnelly",15124.0117,36.9427,21832.22,1197.44,18.2324,0.0024
China,2022,2,Turcotte Inc,4790.6676,24.1239,7003.9,290.33,24.1239,0.005
China,2022,2,Welch and Sons,8474.277,127.7606,17252.08,270.5,63.7785,0.0151
China,2022,2,Wiegand LLC,6059.5983,265.1311,11586.23,43.7,265.1311,0.0438
China,2022,2,Ziemann LLC,3981.2406,5.8319,5615.29,962.86,5.8319,0.0015
China,2022,3,Aufderhar-Doyle,8316.1977,634.5414,14264.49,22.48,634.5414,0.0763
China,2022,3,Bartell Inc,13875.0543,20.986,18232.66,868.8,20.986,0.0015
China,2022,3,"Bauch, Ebert and Fritsch",13438.5642,38.8579,16230.15,417.68,38.8579,0.0029
China,2022,3,Blanda-Marvin,11767.1713,44.8669,31758.43,1474.82,21.5338,0.0038
China,2022,3,Brekke Group,6553.6016,14.9512,8904.35,595.56,14.9512,0.0023
China,2022,3,Buckridge Inc,5016.4349,13.4756,12029.82,892.71,13.4756,0.0027
China,2022,3,Cole-Fahey,3480.4202,8.9729,8593.63,957.73,8.9729,0.0026
China,2022,3,Connelly LLC,10647.9049,20.8554,15635.69,749.72,20.8554,0.002
China,2022,3,Cremin-Borer,11752.4025,60.4522,15346.03,1136.12,13.5074,0.0051
China,2022,3,Cremin-Welch,23587.7349,105.841,39631.15,1893.65,20.9284,0.0045
China,2022,3,D'Amore-Wisoky,10380.0984,861.7336,18535.89,21.51,861.7336,0.083
China,2022,3,Daugherty and Sons,9993.5979,24.3979,17813.9,730.14,24.3979,0.0024
China,2022,3,Denesik Group,6147.3619,15.3598,13721.79,893.36,15.3598,0.0025
China,2022,3,Ernser-Beahan,4139.9411,12.9422,5624.92,434.62,12.9422,0.0031
China,2022,3,"Fahey, Hintz and Volkman",4400.0991,10.0812,5459.18,541.52,10.0812,0.0023
China,2022,3,"Grady, Weber and Fritsch",4161.2288,409.573,10100.07,24.66,409.573,0.0984
China,2022,3,Green and Sons,10753.3239,27.5636,16671.82,604.85,27.5636,0.0026
China,2022,3,Gutkowski-Lemke,22043.306,90.5235,37491.05,828.2,45.2681,0.0041
China,2022,3,Hand-Harris,7931.7778,47.1759,12297.33,260.67,47.1759,0.0059
China,2022,3,"Hartmann, Witting and Emmerich",13221.5766,23.3035,19882.07,853.18,23.3035,0.0018
China,2022,3,Hegmann Inc,18349.117,37.8383,24557.93,1173.82,20.9214,0.0021
China,2022,3,"Jaskolski, Rodriguez and Kilback",14852.8141,35.7944,27544.17,1476.04,18.6609,0.0024
China,2022,3,Jerde and Sons,14343.7317,35.5937,27388.56,1502.56,18.2279,0.0025
China,2022,3,Keeling Inc,13765.5414,31.9693,15414.94,482.18,31.9693,0.0023
China,2022,3,Kerluke-Medhurst,9043.9254,395.5133,11165.34,28.23,395.5133,0.0437
China,2022,3,"King, Cartwright and Mertz",5229.8118,14.6462,13240.03,903.99,14.6462,0.0028
China,2022,3,Klein-Mosciski,5970.3795,7.4655,6982.9,935.36,7.4655,0.0013
China,2022,3,Kozey-Roberts,7717.4959,26.7072,9539.55,357.19,26.7072,0.0035
China,2022,3,Krajcik-Rogahn,14557.8264,97.5081,26003.6,504.51,51.5423,0.0067
China,2022,3,"Kris, Rath and Sipes",2962.5934,21.1131,8870.04,420.12,21.1131,0.0071
China,2022,3,Kris-Reinger,7882.1047,30.8951,13925.98,450.75,30.8951,0.0039
China,2022,3,Kuhic LLC,9632.1964,14.7432,13662.69,926.71,14.7432,0.0015
China,2022,3,Labadie Group,4192.8913,31.6277,7394.87,233.81,31.6277,0.0075
China,2022,3,Ledner Group,3409.5908,22.2445,10117.48,454.83,22.2445,0.0065
China,2022,3,Little Group,24683.3653,94.314,34132.28,1106.39,30.8501,0.0038
China,2022,3,Little LLC,5440.7297,22.5767,10019.76,443.81,22.5767,0.0041
China,2022,3,Lockman Inc,3319.3088,7.0257,5792.86,824.53,7.0257,0.0021
China,2022,3,"Macejkovic, Spinka and Dooley",13062.1297,967.0494,16246.43,16.8,967.0494,0.074
China,2022,3,Mayert Inc,15700.86,24.2504,19241.25,793.44,24.2504,0.0015
China,2022,3,"Mayert, Feil and Prosacco",33024.5759,477.8788,56659.16,1307.32,43.3399,0.0145
China,2022,3,"McLaughlin, Streich and Fahey",5886.5887,31.9007,6727.53,210.89,31.9007,0.0054
China,2022,3,Mitchell Group,13951.548,73.1864,24756.81,1077.24,22.9817,0.0052
China,2022,3,Mosciski Group,20826.3538,38.7554,32763.85,2605.63,12.5743,0.0019
China,2022,3,Nienow-Gislason,4660.4156,185.9701,13953.34,75.03,185.9701,0.0399
China,2022,3,Nolan-Toy,12476.9636,210.4894,22858.44,343.86,66.476,0.0169
China,2022,3,"O'Keefe, Mertz and Donnelly",5539.895,21.6617,8268.5,381.71,21.6617,0.0039
China,2022,3,Pollich-Lehner,4811.1704,27.4718,15878.45,577.99,27.4718,0.0057
China,2022,3,Predovic LLC,13103.0224,55.8918,24634.43,835.83,29.473,0.0043
China,2022,3,Raynor LLC,14733.4901,80.584,20517.48,950.39,21.5885,0.0055
China,2022,3,Rodriguez-Volkman,17518.661,57.1514,21759.68,743.37,29.2717,0.0033
China,2022,3,"Rohan, Bartoletti and Moen",2295.6818,5.8039,5034.39,867.41,5.8039,0.0025
China,2022,3,Romaguera-Bernhard,5535.2432,10.5515,9937.6,941.82,10.5515,0.0019
China,2022,3,Runte and Sons,10213.9968,22.6498,17950.27,1523.13,11.7851,0.0022
China,2022,3,"Rutherford, Ebert and Treutel",5014.7475,8.2734,5837.89,705.62,8.2734,0.0016
China,2022,3,Schneider Inc,11878.9117,81.5842,17366.83,212.87,81.5842,0.0069
China,2022,3,"Schultz, Gutmann and Feest",2843.9455,13.5682,8414.04,620.13,13.5682,0.0048
China,2022,3,"Schumm, Rosenbaum and McGlynn",9806.9773,40.1102,18895.91,471.1,40.1102,0.0041
China,2022,3,Schuppe-Bernhard,8795.8411,27.9627,13306.87,475.88,27.9627,0.0032
China,2022,3,Smitham Group,2896.3322,32.5703,5537.92,170.03,32.5703,0.0112
China,2022,3,Stehr-Macejkovic,7098.8089,22.3904,11971.01,534.65,22.3904,0.0032
China,2022,3,Stracke and Sons,5897.5424,108.9233,9214.91,84.6,108.9233,0.0185
China,2022,3,Thiel-Lang,10219.8381,25.6033,18615.37,727.07,25.6033,0.0025
China,2022,3,"Tillman, Stokes and Beier",6018.9821,177.6129,11356.57,63.94,177.6129,0.0295
China,2022,3,Walker and Sons,6605.7801,31.315,9757.43,311.59,31.315,0.0047
China,2022,3,Walsh-Beer,5085.5642,79.6435,7613.12,95.59,79.6435,0.0157
China,2022,3,Walsh-Lubowitz,6759.192,65.4892,10241.2,156.38,65.4892,0.0097
China,2022,3,Watsica LLC,4128.665,8.8439,7909.32,894.32,8.8439,0.0021
China,2022,3,Weber-Grady,16579.1022,137.5294,19527.8,141.99,137.5294,0.0083
China,2022,3,Windler and Sons,14596.841,19.6428,19619.41,998.81,19.6428,0.0013
China,2022,3,Wisoky and Sons,7854.5023,27.5611,11060.88,1009.68,10.9548,0.0035
China,2022,3,"Wolff, Barton and Lynch",9669.5256,224.287,17873.43,79.69,224.287,0.0232
China,2022,3,"Zemlak, Bashirian and Schowalter",6001.8502,100.8308,9276.43,92.0,100.8308,0.0168
China,2022,3,Ziemann LLC,20874.7729,48.8711,33687.18,1375.92,24.4834,0.0023
China,2022,4,"Barrows, Kuhic and Watsica",13528.6507,26.1435,15603.98,596.86,26.1435,0.0019
China,2022,4,Bartell Inc,14840.2493,43.7283,18186.58,415.9,43.7283,0.0029
China,2022,4,"Bauch, Ebert and Fritsch",14341.1869,83.9385,16714.67,199.13,83.9385,0.0059
China,2022,4,"Beahan, Mohr and Hyatt",11049.7306,44.001,26379.53,1320.4,19.9784,0.004
China,2022,4,Brekke Group,10072.449,482.9753,11712.15,24.25,482.9753,0.048
China,2022,4,Collins and Sons,12812.251,22.4289,17745.5,791.19,22.4289,0.0018
China,2022,4,Connelly LLC,3024.7735,12.2487,9917.29,809.66,12.2487,0.004
China,2022,4,Cremin-Borer,5390.8353,34.6958,10020.14,288.8,34.6958,0.0064
China,2022,4,Cremin-Welch,10208.6371,25.6911,14119.83,549.6,25.6911,0.0025
China,2022,4,Cronin-Crist,5095.993,16.5855,11796.28,711.24,16.5855,0.0033
China,2022,4,"Davis, Thiel and Gleichner",6012.9394,44.4917,18165.98,408.3,44.4917,0.0074
China,2022,4,Denesik Group,7075.838,23.0168,14208.51,617.31,23.0168,0.0033
China,2022,4,Dicki LLC,5570.9568,9.1774,8364.8,911.46,9.1774,0.0016
China,2022,4,Ferry-Oberbrunner,8655.2235,29.0416,18939.22,652.14,29.0416,0.0034
China,2022,4,"Franecki, MacGyver and Schiller",2737.8572,7.9568,5117.49,643.16,7.9568,0.0029
China,2022,4,"Grady, Weber and Fritsch",6761.9846,23.4386,10451.29,445.9,23.4386,0.0035
China,2022,4,Grady-Stark,10647.6221,379.1228,14850.24,39.17,379.1228,0.0356
China,2022,4,Green and Sons,3790.2634,133.5385,9405.12,70.43,133.5385,0.0352
China,2022,4,"Gutmann, Barrows and Watsica",4951.6304,14.1587,6792.36,479.73,14.1587,0.0029
China,2022,4,"Hagenes, Legros and Buckridge",12411.6191,64.9095,23052.75,648.94,35.5237,0.0052
China,2022,4,Hand-Harris,9154.4337,344.6397,19944.3,57.87,344.6397,0.0376
China,2022,4,Harris-Vandervort,6824.9691,173.6064,7982.42,45.98,173.6064,0.0254
China,2022,4,"Heaney, Schuppe and Ward",16921.3329,146.5289,30465.26,682.16,44.66,0.0087
China,2022,4,Hegmann Inc,8899.0361,23.173,15290.44,659.84,23.173,0.0026
China,2022,4,"Hilll, Bauch and Hamill",9711.205,214.945,18747.5,87.22,214.945,0.0221
China,2022,4,Hills-Funk,15133.0634,22.0492,19885.76,901.88,22.0492,0.0015
China,2022,4,Howe LLC,17668.9488,997.7787,36272.33,567.72,63.8912,0.0565
China,2022,4,Huels Inc,10891.7553,194.3149,19695.76,101.36,194.3149,0.0178
China,2022,4,"Jaskolski, Rodriguez and Kilback",7744.0788,39.2056,17802.48,454.08,39.2056,0.0051
China,2022,4,Jenkins-Doyle,5035.9671,33.289,14725.05,442.34,33.289,0.0066
China,2022,4,Jerde and Sons,7261.1257,51.943,13012.77,250.52,51.943,0.0072
China,2022,4,Kautzer-Bernhard,7827.9576,38.618,13904.01,360.04,38.618,0.0049
China,2022,4,Kerluke-Medhurst,8518.9194,20.678,14365.8,694.74,20.678,0.0024
China,2022,4,Klein-Mosciski,5846.3952,20.4239,12179.99,596.36,20.4239,0.0035
China,2022,4,"Kling, Hegmann and Vandervort",12818.8694,93.0736,16329.77,175.45,93.0736,0.0073
China,2022,4,"Koepp, Brekke and Renner",2622.9882,12.2887,7760.32,631.5,12.2887,0.0047
China,2022,4,Kozey-Roberts,10134.5376,60.333,11438.53,189.59,60.333,0.006
China,2022,4,Krajcik-Rogahn,8342.8484,22.6205,17237.29,762.02,22.6205,0.0027
China,2022,4,Kris-Reinger,4909.9889,27.7164,14569.7,525.67,27.7164,0.0056
China,2022,4,Kuhic LLC,6011.9892,57.3965,14699.24,256.1,57.3965,0.0095
China,2022,4,Kuvalis Inc,26933.989,41.3211,36128.21,2548.3,14.1774,0.0015
China,2022,4,"Lehner, Feest and Prohaska",2967.3271,8.9356,8502.37,951.52,8.9356,0.003
China,2022,4,Little Group,15192.7304,193.7135,29668.11,713.15,41.6015,0.0128
China,2022,4,Lockman Inc,4511.3488,40.1798,13588.4,338.19,40.1798,0.0089
China,2022,4,Lueilwitz-Wilkinson,12715.0925,42.4132,14665.62,345.78,42.4132,0.0033
China,2022,4,Lynch-Daugherty,11393.8573,58.5786,13678.1,233.5,58.5786,0.0051
China,2022,4,Macejkovic LLC,19002.8825,54.3267,26866.27,1827.88,14.698,0.0029
China,2022,4,"Macejkovic, Spinka and Dooley",13601.4865,193.4326,20343.87,606.24,33.5575,0.0142
China,2022,4,"Mayert, Feil and Prosacco",14129.4757,50.7941,16780.85,330.37,50.7941,0.0036
China,2022,4,"McLaughlin, Streich and Fahey",17860.0878,84.2156,24778.36,744.59,33.2779,0.0047
China,2022,4,Medhurst-Lockman,5666.5853,23.3864,11401.58,487.53,23.3864,0.0041
China,2022,4,Mitchell Group,8387.7613,81.8722,14658.39,711.09,20.614,0.0098
China,2022,4,"Monahan, Stroman and Abernathy",2900.9925,8.336,5134.5,615.94,8.336,0.0029
China,2022,4,"Monahan, Weimann and Morissette",16757.3642,85.8206,27983.29,757.56,36.9387,0.0051
China,2022,4,Murazik LLC,9194.4742,55.7952,12699.55,227.61,55.7952,0.0061
China,2022,4,Nienow Inc,7829.9872,22.507,19477.58,865.4,22.507,0.0029
China,2022,4,Nienow-Gislason,8145.1528,67.4508,16097.14,238.65,67.4508,0.0083
China,2022,4,Nolan-Toy,8508.6517,747.2087,12605.41,16.87,747.2087,0.0878
China,2022,4,O'Connell Group,16128.4362,418.9418,40331.82,1624.23,24.8313,0.026
China,2022,4,"O'Keefe, Mertz and Donnelly",5483.508,24.5125,13407.11,546.95,24.5125,0.0045
China,2022,4,O'Kon-Prosacco,4246.5,8.4604,7308.95,863.9,8.4604,0.002
China,2022,4,"O'Reilly, Thiel and Parisian",16787.2222,25.1729,19542.75,776.34,25.1729,0.0015
China,2022,4,"Quigley, Beatty and Runolfsdottir",4086.9224,8.7977,5051.82,574.22,8.7977,0.0022
China,2022,4,Raynor LLC,6234.2557,46.0415,8996.04,195.39,46.0415,0.0074
China,2022,4,Rodriguez-Volkman,6717.5912,15.355,15302.03,996.55,15.355,0.0023
China,2022,4,Rolfson LLC,5664.4433,9.6761,6451.53,666.75,9.6761,0.0017
China,2022,4,Runte and Sons,9159.9248,185.5039,26588.76,389.59,68.2481,0.0203
China,2022,4,"Schiller, Franecki and Feest",7723.7616,58.3064,10423.43,178.77,58.3064,0.0075
China,2022,4,"Schultz, Gutmann and Feest",7481.8255,14.2809,12702.59,889.48,14.2809,0.0019
China,2022,4,"Senger, McClure and Cormier",9097.3476,53.0281,18378.48,346.58,53.0281,0.0058
China,2022,4,"Spinka, Rogahn and Waelchi",11388.3963,277.1518,17413.45,62.83,277.1518,0.0243
China,2022,4,Stracke and Sons,5322.784,8.9369,8316.85,930.62,8.9369,0.0017
China,2022,4,"Tillman, Stokes and Beier",3933.4592,8.9437,8333.6,931.78,8.9437,0.0023
China,2022,4,Turcotte Inc,7011.7328,103.1036,12344.6,119.73,103.1036,0.0147
China,2022,4,Walker and Sons,5760.1866,397.5789,11338.95,28.52,397.5789,0.069
China,2022,4,Walsh-Beer,3161.8611,13.6311,5460.9,400.62,13.6311,0.0043
China,2022,4,Walsh-Lubowitz,4069.453,19.0137,13475.01,708.7,19.0137,0.0047
China,2022,4,"Ward, Medhurst and Kuphal",2210.972,6.2926,5527.43,878.4,6.2926,0.0028
China,2022,4,"Wolff, Barton and Lynch",8354.167,65.5933,26220.12,795.25,32.9709,0.0079
